Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24
17.376246248544643,10.51315947560283,4.6877543880679555,12.247909489180692,25.59461858187051,26.696637334874634,122.45252418853863,123.84260775323669,17.881196824273147,16.607713638906546,26.330205395171788,125.44937880428188,128.28126714791762,9.228031010463486,11.98520341829246,15.749861085258887,19.124022493375286,15.923322808967816,21.45365826284511,10.61602091285525,25.83814241726358,19.83176959976164,5.533396050565189,1.8001472775268805,15.652049126913393,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.41091371077549,10.583648552047006,17.634063496395243,11.876205580046811,13.40230082937342,12.075820719162845,26.31515455927712,124.811003106187,114.21646762220354,1.9775043836873856,16.752145634123263,15.421914630974328,125.98245108607183,120.78664661212736,19.39282377859147,23.245125403226222,16.695854029864673,18.37980538931335,3.7666431031798346,13.279301543971645,14.309213319031901,13.424190115023015,21.45573827924261,2.599210681573158,9.833020200189956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.300268932658151,16.775236105109002,16.84184010046514,114.1623614067855,116.47238947368238,19.51395710991401,24.788130797671293,16.846744285641734,128.10974023269205,114.20989904438072,21.58626122918405,2.7009549488285867,1.9737755135890787,28.288775166289522,19.80238353281969,22.472733424547236,14.718011161730455,17.621970514991684,8.868494094918965,12.350936620849506,16.268134823916487,10.6799762491679,13.094043728003532,2.65127150546496,25.350818608632316,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.484864921905583,123.46084308239503,129.50305864656036,11.759012725974852,23.482602252518745,19.563516221203958,125.6642814551924,115.86902081168311,16.40258009428415,14.09312470233213,6.214822609019706,8.524058904513161,14.391706880442337,9.100730571897955,17.43219593606873,11.797247504847691,23.08016529266761,3.1148007444252155,14.068309061282989,8.844483597887209,2.0845522298807904,21.383218795822177,13.650194389077473,26.283286317912296,21.9627534270021,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.004629287482606,11.780156300329462,20.012007609910146,11.07148653330841,8.871294807730093,12.92760093357182,22.448828098090267,6.837517280969728,11.860291233472111,7.368192315290099,8.380291269802669,119.32889273464745,126.35138122097399,21.99965192730935,16.13379957864502,22.72613753944635,122.30903672231422,119.77112976201428,20.75197514270939,20.80812732343853,27.56077378580229,0.3149800758647494,25.6846786138304,22.423288633195792,19.183991468871998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.240440346657241,14.40604652409328,16.228163058183718,22.863816874249633,20.67146125029309,13.697231642245839,7.410237258071994,21.78423236402336,14.845157603166228,9.9123270878722,6.943854197475478,120.310159105742,123.53664184819537,16.719574461761027,7.41612661690457,28.42860549054538,112.00531370171788,119.63230865566895,23.485615238350114,16.941348333670643,19.900422593655286,23.05762361946653,16.13262886325142,13.622581005046912,13.521884130121572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.85591738588747,21.732788917222074,13.419301275537581,10.210181210184054,25.213910291947936,21.452484696749163,13.159573617748983,13.39222736630902,6.881706941520618,18.983534372264295,129.33160223971024,122.50607409186414,1.355092412172466,21.18311090666533,11.460844292814542,124.43719767868402,123.97191064092365,21.700587262792517,21.22504084239539,26.408376210742382,6.084920608253119,2.891902968292275,16.516349531365055,13.55725716036602,21.41664023810219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.949205012785747,12.96707000210388,12.659090192532137,117.42180784647483,122.34503178363951,7.259315695658686,9.925098043800144,9.953008176631077,110.98983953476514,124.98859713066199,11.931964995873194,12.393326314759733,2.7388790330908357,10.16250071835531,5.79566653703516,20.611060019978552,14.835997442871765,12.890263651216138,24.91691911008623,15.781404531362288,16.10719841938687,14.673679592543166,13.129707414629499,2.046231693072757,17.976818720441226,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.98680659130733,15.270639133640636,19.69589983794446,23.642612979416118,25.97435911823496,22.96776903856059,15.373472119551506,14.538394762831649,4.372698775995754,5.566625086731154,22.551750339398318,4.603237976148382,21.64677104966208,111.86927984312175,121.34076572251084,9.334857653407528,12.354856890275952,24.567727618565392,117.70239403312844,117.83828881002057,25.05964195714652,9.701102372389027,3.3801526525425896,21.493619221711427,26.01148059197196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
19.695069437309805,21.063680873832713,21.158172196588218,15.885438576347381,8.53823059555739,6.880243241808308,22.696175276114868,1.5458203652913909,14.277519579160074,16.39187463415641,10.26356903718112,15.451374450691727,17.70876058708585,22.812756189583656,21.15613252616072,111.26441264823063,120.37667308485311,12.885976525787884,17.436223237961162,19.518671165364676,122.95490003958572,114.47588384048316,12.706513704437576,18.709634165275848,11.071969175822295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
